pirates-of-the-caribbean-the-curse-of-the-black-pearl,0.987051
pirates-of-the-caribbean-dead-mans-chest,0.785624
pirates-of-the-caribbean-at-worlds-end,0.785624
pirates-of-the-caribbean-dead-men-tell-no-tales,0.670428
